company,country,genre,name,rating,runtime,score,votes,year
RKO Pictures,USA,Comedy,Hot Pursuit,PG-13,93,5.8,2768,1987
United Artists,USA,Action,Real Men,PG-13,85,6.2,3077,1987
"Samuel Goldwyn Company, The",UK,Action,A Prayer for the Dying,R,107,6.4,3731,1987
ML Delphi Premier Productions,USA,Drama,Gardens of Stone,R,111,6.4,4273,1987
New World Pictures,USA,Action,Wanted: Dead or Alive,R,106,5.9,3328,1987
Bagdasarian Productions,USA,Animation,The Chipmunk Adventure,G,100,7.2,4383,1987
Kindred Limited Partnership,USA,Horror,The Kindred,R,91,5.5,1211,1987
Lorimar Motion Pictures,USA,Comedy,Made in Heaven,PG,100,6.5,2691,1987
Gladden Entertainment,USA,Crime,Wisdom,R,109,5.7,2659,1987
Columbia Pictures,UK,Crime,White Mischief,R,107,6.3,2171,1987
Rollins-Joffe Productions,USA,Drama,September,PG,83,6.7,7620,1987
Vestron Pictures,UK,Drama,The Dead,PG,83,7.4,5933,1987
Independent Film Centre,USA,Action,Steel Dawn,R,100,5,3860,1987
Empire Pictures,USA,Crime,Prison,R,102,5.9,3019,1987
Warner Bros.,USA,Drama,Nuts,R,116,6.7,4996,1987
Bandai Films,USA,Comedy,Tin Men,R,112,6.5,6960,1987
Cannon Group,USA,Drama,The Hanoi Hilton,R,125,6,763,1987
De Laurentiis Entertainment Group (DEG),USA,Drama,Rampage,R,97,6.3,1625,1987
Albacore Productions Inc.,USA,Drama,The Big Town,R,109,5.9,1483,1987
Channel Four Films,UK,Comedy,Wish You Were Here,R,88,6.8,2212,1987
Aurora Productions LLC,USA,Comedy,The Allnighter,PG-13,108,4,904,1987
Callender Company,UK,Drama,The Belly of an Architect,R,119,7,4517,1987
Hemdale,USA,Action,Best Seller,R,95,6.5,3752,1987
Lorimar Motion Pictures,USA,Drama,Siesta,R,100,5.6,1844,1987
Great American Films Limited Partnership,USA,Drama,Promised Land,R,102,5.7,1052,1987
De Laurentiis Entertainment Group (DEG),USA,Crime,The Bedroom Window,R,112,6.4,3650,1987
Excelsior Film-TV,Italy,Comedy,Dark Eyes,Not specified,117,7.6,2421,1987
Vista Organization,USA,Fantasy,Maid to Order,PG,93,5.5,2786,1987
Island Pictures,USA,Drama,Square Dance,PG-13,112,6.1,730,1987
Commies From Mars Corporation,UK,Action,Straight to Hell,R,100,5.8,1924,1987
Nelvana,Canada,Comedy,Burglar,R,103,5,3453,1987
Kings Road Entertainment,USA,Comedy,In the Mood,PG-13,98,6.1,778,1987
Brooksfilms,UK,Biography,84 Charing Cross Road,PG,100,7.5,6285,1987
Silent Night Releasing Corporation,USA,Horror,"Silent Night, Deadly Night 2",R,88,3.5,4329,1987
Cineplex-Odeon Films,UK,Crime,Five Corners,R,90,6.3,2584,1987
De Laurentiis Entertainment Group (DEG),USA,Comedy,Date with an Angel,PG,105,5.8,2163,1987
In-Cine Compañía Industrial Cinematográfica,USA,Biography,Walker,R,94,6.6,2684,1987
Cinetel Films,USA,Adventure,Deadly Illusion,R,87,4.7,233,1987
Zenith Entertainment,UK,Mystery,Slam Dance,R,92,5.3,1129,1987
TriStar Pictures,USA,Action,The Squeeze,PG-13,101,4.6,770,1987
British Screen Productions,UK,Comedy,Personal Services,R,105,6.4,1031,1987
Golan-Globus Productions,USA,Action,Assassination,PG-13,88,5.1,2255,1987
Titan Productions,USA,Horror,Creepozoids,R,72,3.5,1447,1987
Great American Films Limited Partnership,USA,Crime,China Girl,R,90,6.1,1214,1987
TriStar Pictures,USA,Comedy,Nadine,PG,83,5.5,3267,1987
Metro-Goldwyn-Mayer (MGM),USA,Drama,Dead of Winter,R,100,6.3,2694,1987
Seasonal Film Corporation,Hong Kong,Adventure,"No Retreat, No Surrender 2",R,104,5.1,1209,1987
Cineplex-Odeon Films,USA,Drama,The Glass Menagerie,PG,134,7.2,1699,1987
Luna Films,Spain,Horror,Anguish,R,86,6.7,2611,1987
Channel Four Films,UK,Drama,A Month in the Country,PG,96,7.2,1038,1987
Conquest Productions,USA,Action,From a Whisper to a Scream,R,99,6,1489,1987
Touchstone Pictures,USA,Comedy,Hello Again,PG,96,5.1,2493,1987
Sands,UK,Drama,Little Dorrit,G,357,7.5,886,1987
Metro-Goldwyn-Mayer (MGM),USA,Comedy,Walk Like a Man,PG,86,4.6,1174,1987
Golan-Globus Productions,USA,Comedy,Tough Guys Don't Dance,R,110,4.8,1025,1987
Warner Bros.,USA,Comedy,Disorderlies,PG,86,4.8,1708,1987
New World Entertainment Films,USA,Drama,"Sister, Sister",R,91,5.5,695,1987
Barry & Enright Productions,USA,Comedy,Making Mr. Right,PG-13,98,5.3,2101,1987
Mrs. White's Productions,UK,Horror,White of the Eye,R,100,6.4,1342,1987
New Century Entertainment Corporation,USA,Drama,Russkies,PG,100,5.6,1126,1987
Cannon Group,USA,Comedy,Surrender,PG,105,5.4,692,1987
Columbia Pictures Corporation,USA,Comedy,Housekeeping,PG,116,7.3,1596,1987
Kennedy Miller Productions,Australia,Drama,The Year My Voice Broke,PG-13,103,7.5,1647,1987
DGS Productions,USA,Crime,Hell High,R,84,5,464,1989
Alexandre Films,France,Drama,A Man in Love,R,125,5.8,442,1987
De Laurentiis Entertainment Group (DEG),USA,Comedy,From the Hip,PG,111,6.2,1826,1987
Northern,USA,Comedy,Cross My Heart,R,90,5.7,883,1987
Lorimar Film Entertainment,USA,Adventure,Big Shots,PG-13,94,5.6,654,1987
Paramount Pictures,USA,Comedy,Critical Condition,R,100,5.2,2453,1987
Cinetel Films,USA,Action,Cyclone,R,89,4.4,692,1987
Kings Road Entertainment,USA,Comedy,Morgan Stewart's Coming Home,PG-13,100,5.4,768,1987
Cinetel Films,USA,Action,Cold Steel,R,91,4.5,592,1987
Cinema Group,USA,Comedy,Zombie High,R,93,4.2,716,1987
Aljosha,Italy,Comedy,Intervista,Not specified,100,7.1,1926,1987
New Line Cinema,USA,Comedy,My Demon Lover,PG-13,90,4.6,945,1987
"Cannon Group, The",USA,Fantasy,Rumpelstiltskin,G,84,5.4,444,1987
Apollo Pictures,USA,Action,World Gone Wild,R,100,5.2,543,1987
Millennial,USA,Action,Enemy Territory,R,89,6.5,570,1987
RAI Radiotelevisione Italiana,Italy,Drama,Julia and Julia,R,98,5.7,667,1987
Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Belgium,Drama,Crazy Love,Not specified,90,7,949,1987
De Laurentiis Entertainment Group (DEG),USA,Drama,Weeds,R,115,6,717,1987
Flach Film,France,Drama,The Grand Highway,R,104,7.5,1208,1987
Laughing Kookaburra Productions,Australia,Drama,Peter Kenna's The Good Wife,R,100,5.8,435,1987
Kings Road Entertainment,USA,Action,Rent-a-Cop,R,96,4.3,1347,1987
Les Films du Losange,France,Comedy,Boyfriends and Girlfriends,PG,103,7.7,2657,1987
Channel Four Films,UK,Comedy,Sammy and Rosie Get Laid,Not specified,101,6.7,1226,1987
Balcor Film Investors,USA,Action,Death Before Dishonor,R,91,4.9,659,1987
Tapestry Films,USA,Thriller,The Killing Time,R,94,5.4,763,1987
Channel Four Films,UK,Action,Eat the Rich,R,90,6,1069,1987
Brigade Productions,USA,Action,The Trouble with Spies,PG-13,91,4,252,1987
Embark Production,USA,Adventure,Benji the Hunted,G,88,6.3,2244,1987
First Take,USA,Crime,The Rosary Murders,R,105,5.7,960,1987
The Swimming Company,USA,Comedy,Swimming to Cambodia,R,85,7.8,1763,1987
Not specified,USA,Comedy,Penitentiary III,R,90,3.7,372,1987
Atlantic Entertainment Group,USA,Action,Steele Justice,R,95,4.8,403,1987
Compagnie Eric Rohmer (CER),France,Comedy,Four Adventures of Reinette and Mirabelle,NOT RATED,95,7.9,1331,1987
New World Pictures,USA,Comedy,Beyond Therapy,R,93,4.7,944,1987
"Geffen Company, The",USA,Comedy,Beetlejuice,PG,92,7.5,206997,1988
Eddie Murphy Productions,USA,Comedy,Coming to America,R,116,7,130485,1988
United Artists,USA,Horror,Child's Play,R,87,6.6,67682,1988
Twentieth Century Fox Film Corporation,USA,Action,Die Hard,R,131,8.2,647000,1988
Metro-Goldwyn-Mayer (MGM),USA,Action,Willow,PG,126,7.3,86056,1988
New World Pictures,USA,Comedy,Heathers,R,103,7.3,67238,1988
United Artists,USA,Drama,Rain Man,R,133,8,408473,1988
Alive Films,USA,Action,They Live,R,94,7.3,83379,1988
Touchstone Pictures,USA,Animation,Who Framed Roger Rabbit,PG,104,7.7,153513,1988
Akira Committee Company Ltd.,Japan,Animation,Akira,R,124,8.1,118747,1988
American Entertainment Partners II L.P.,USA,Comedy,Big,PG,104,7.3,164257,1988
Touchstone Pictures,USA,Comedy,Cocktail,R,104,5.8,65825,1988
Cristaldifilm,Italy,Drama,Cinema Paradiso,R,155,8.5,171600,1988
TriStar Pictures,USA,Horror,The Blob,R,95,6.4,24931,1988
De Laurentiis Entertainment Group (DEG),USA,Fantasy,Pumpkinhead,R,86,6.2,15572,1988
Metro-Goldwyn-Mayer (MGM),UK,Comedy,A Fish Called Wanda,R,108,7.6,114144,1988
Sarlui / Diamant,USA,Comedy,Killer Klowns from Outer Space,PG-13,88,6.1,25440,1988
Universal Pictures,USA,Action,Midnight Run,R,126,7.6,58318,1988
Film Futures,UK,Horror,Hellbound: Hellraiser II,R,97,6.5,33241,1988
Orion Pictures,USA,Crime,Mississippi Burning,R,128,7.8,70539,1988
Paramount Pictures,USA,Comedy,The Naked Gun: From the Files of Police Squad!,PG-13,85,7.6,124515,1988
Cannon International,USA,Action,Bloodsport,R,92,6.8,63368,1988
Twentieth Century Fox Film Corporation,USA,Comedy,Working Girl,R,113,6.7,44277,1988
Paramount Pictures,Australia,Action,Crocodile Dundee II,PG,108,5.5,46738,1988
Universal Pictures,USA,Animation,The Land Before Time,G,69,7.4,66623,1988
Universal Pictures,USA,Comedy,Twins,PG,107,6,94295,1988
Lorimar Film Entertainment,USA,Drama,Dangerous Liaisons,R,119,7.7,55823,1988
The Saul Zaentz Company,USA,Drama,The Unbearable Lightness of Being,R,171,7.4,28868,1988
Gaumont,France,Adventure,The Big Blue,R,168,7.6,40755,1988
All Girl Productions,USA,Comedy,Beaches,PG-13,123,6.8,19613,1988
Trancas International Films,USA,Horror,Halloween 4: The Return of Michael Myers,R,88,5.9,32498,1988
Morgan Creek Productions,USA,Action,Young Guns,R,107,6.8,45768,1988
Carolco Pictures,USA,Action,Red Heat,R,104,6,53769,1988
Night Life Inc.,USA,Comedy,Mystic Pizza,R,104,6.2,20071,1988
Carolco Pictures,USA,Action,Rambo III,R,102,5.7,99555,1988
Paramount Pictures,Canada,Drama,Acusados,R,111,7.1,26126,1988
Universal Pictures,Canada,Drama,The Last Temptation of Christ,R,164,7.6,42782,1988
New Line Cinema,USA,Comedy,Hairspray,PG,92,7,17169,1988
Orion Pictures,USA,Comedy,Dirty Rotten Scoundrels,PG,110,7.3,54129,1988
New Line Cinema,USA,Horror,A Nightmare on Elm Street 4: The Dream Master,R,93,5.7,39701,1988
American Playhouse,USA,Drama,Stand and Deliver,PG,103,7.3,13270,1988
Hughes Entertainment,USA,Comedy,The Great Outdoors,PG,91,6.6,31340,1988
DDM Film Corporation,USA,Drama,Two Moon Junction,R,104,5,4303,1988
The Mount Company,USA,Comedy,Bull Durham,R,108,7.1,39369,1988
Warner Bros.,USA,Action,Above the Law,R,99,6,24061,1988
De Laurentiis Entertainment Group (DEG),UK,Comedy,Earth Girls Are Easy,PG,100,5.2,17315,1988
Walt Disney Feature Animation,USA,Animation,Oliver & Company,G,74,6.7,35531,1988
Warner Bros.,USA,Action,The Dead Pool,R,91,6.3,33312,1988
NBC Productions,USA,Comedy,Elvira: Mistress of the Dark,PG-13,96,6.4,9751,1988
Paramount Pictures,USA,Comedy,Scrooged,PG-13,101,7,68098,1988
Cinema City Films,USA,Crime,Tequila Sunrise,R,115,6,24708,1988
Warner Bros.,USA,Crime,Frantic,R,120,6.9,41608,1988
Paramount Pictures,USA,Horror,Friday the 13th Part VII: The New Blood,R,88,5.3,23959,1988
Twentieth Century Fox Film Corporation,USA,Comedy,License to Drive,PG-13,88,6.3,14929,1988
Prominent Features,UK,Adventure,The Adventures of Baron Munchausen,PG,126,7.2,43852,1988
Morgan Creek Productions,Canada,Drama,Dead Ringers,R,116,7.3,32130,1988
Metro-Goldwyn-Mayer (MGM),USA,Horror,Poltergeist III,PG-13,98,4.6,14165,1988
Vista Organization,USA,Comedy,Fright Night Part 2,R,104,5.9,9005,1988
Front Films,USA,Action,I'm Gonna Git You Sucka,R,88,6.6,10455,1988
Zacharias-Buhai Productions,USA,Comedy,Johnny Be Good,R,91,4.5,5006,1988
Shapiro-Glickenhaus Entertainment,USA,Action,Maniac Cop,R,85,6,10850,1988
Orion Pictures,USA,Comedy,Married to the Mob,R,104,6.1,13416,1988
Orion Pictures,USA,Action,Colors,R,120,6.7,20490,1988
Vision PDG,Ireland,Comedy,El Hotel de los Fantasmas,PG-13,99,5.7,6979,1988
Double Play,USA,Crime,Running on Empty,PG-13,116,7.7,11312,1988
Blue Rider Pictures,USA,Comedy,Night of the Demons,R,90,6.3,9897,1988
Mac and Me Joint Venture,USA,Adventure,Mac and Me,PG,95,3.4,8043,1988
New Line Cinema,USA,Comedy,Critters 2,PG-13,86,5.3,11122,1988
Weintraub Entertainment Group,USA,Comedy,My Stepmother Is an Alien,PG-13,105,5.2,22281,1988
Lorimar Film Entertainment,USA,Comedy,Return of the Living Dead II,R,89,5.8,14998,1988
TriStar Pictures,USA,Comedy,Short Circuit 2,PG,110,5.6,19841,1988
Universal Pictures,USA,Biography,Gorillas in the Mist,PG-13,129,7,20378,1988
Magellan Pictures,USA,Comedy,Vampire's Kiss,R,103,5.9,10474,1988
Island Pictures,USA,Comedy,A Night in the Life of Jimmy Reardon,R,90,5.5,2177,1988
Metro-Goldwyn-Mayer (MGM),UK,Comedy,Some Girls,R,94,6,2369,1988
White Lair,UK,Comedy,The Lair of the White Worm,R,93,5.9,7908,1988
Vestron Pictures,USA,Comedy,Waxwork,R,95,6.2,8703,1988
Universal Pictures,USA,Fantasy,The Serpent and the Rainbow,R,98,6.5,18528,1988
Columbia Pictures Corporation,Sweden,Family,Las travesuras de una pelirojja,G,100,5.9,3474,1988
Orion Pictures,USA,Drama,Eight Men Out,PG,119,7.3,15946,1988
New Sky Communications Inc.,USA,Fantasy,Lady in White,PG-13,113,6.7,5135,1988
Laurenfilm,Spain,Comedy,Women on the Verge of a Nervous Breakdown,R,88,7.6,27755,1988
Paramount Pictures,USA,Comedy,She's Having a Baby,PG-13,106,5.8,9676,1988
Spacegate Productions,USA,Action,Phantasm II,R,97,6.5,10789,1988
United Artists,Japan,Drama,Luces de una gran ciudad,R,107,5.6,6165,1988
Paramount Pictures,USA,Action,The Presidio,R,97,6,13900,1988
Touchstone Pictures,USA,Comedy,Big Business,PG,97,6.3,9728,1988
Orion Pictures,USA,Drama,Monkey Shines,R,113,6.2,8595,1988
Cornelius Productions,USA,Comedy,Funny Farm,PG,101,6.1,16321,1988
Incorporated Television Company (ITC),UK,Comedy,Without a Clue,PG,107,7,7846,1988
American Entertainment Partners II L.P.,USA,Action,Alien Nation,R,91,6.3,12143,1988
Atlantic Entertainment Group,USA,Drama,1969,R,95,5.8,3154,1988
Cinetel Films,USA,Comedy,976-EVIL,R,92,5.1,3769,1988
Lorimar Film Entertainment,USA,Action,Action Jackson,R,96,5.2,8065,1988
Esparza,USA,Comedy,The Milagro Beanfield War,R,117,6.9,5289,1988
Lucasfilm,USA,Biography,Tucker: The Man and His Dream,PG,110,6.9,12469,1988
Warner Bros.,USA,Comedy,Police Academy 5: Assignment: Miami Beach,PG,90,4.4,27482,1988
Columbia Pictures Corporation,USA,Comedy,School Daze,R,121,5.8,5042,1988
Columbia Pictures Corporation,USA,Comedy,Vice Versa,PG,98,5.8,7667,1988
Hemdale,USA,Action,Miracle Mile,R,87,7,6985,1988
Forum Sarajevo,UK,Comedy,Time of the Gypsies,R,142,8.3,19943,1988
Warner Bros.,USA,Drama,The Accidental Tourist,PG,121,6.8,13051,1988
Zanuck/Brown Productions,USA,Adventure,Cocoon: The Return,PG,116,5.3,12956,1988
A&M; Films,USA,War,The Beast of War,R,111,7.4,7675,1988
Producers Representative Organization,UK,Drama,Apartment Zero,R,124,6.9,3259,1988
TriStar Pictures,USA,Drama,The Seventh Sign,R,97,5.9,11102,1988
Metro-Goldwyn-Mayer (MGM),USA,Drama,Masquerade,R,100,6,2628,1988
Jack Rollins & Charles H. Joffe Productions,USA,Drama,Another Woman,PG,81,7.4,10826,1988
"Malpaso Company, The",USA,Biography,Bird,R,161,7.2,9685,1988
Film Four International,UK,Comedy,Drowning by Numbers,R,118,7.3,6671,1988
Cannon Entertainment,Australia,Drama,A Cry in the Dark,PG-13,120,6.9,7622,1988
Rastar Pictures,USA,Comedy,Biloxi Blues,PG-13,106,6.6,12590,1988
Cineplex-Odeon Films,USA,Drama,Talk Radio,R,110,7.3,10745,1988
Price,France,Adventure,The Bear,PG,96,7.7,13980,1988
Jascat,USA,Comedy,Casual Sex?,R,97,4.9,3279,1988
"Guber-Peters Company, The",USA,Comedy,Caddyshack II,PG,98,3.7,12956,1988
Imagine Entertainment,USA,Adventure,Vibes,PG,99,5.5,2850,1988
Touchstone Pictures,USA,Action,Shoot to Kill,R,110,6.8,9882,1988
TriStar Pictures,USA,Comedy,For Keeps?,PG-13,90,5.9,3277,1988
Warner Bros.,Australia,Comedy,Young Einstein,PG,91,5.1,7621,1988
Hemdale,USA,Crime,Criminal Law,R,117,5.7,2928,1988
National Broadcasting Company (NBC),USA,Comedy,Satisfaction,PG-13,92,4.8,2958,1988
United Artists,USA,Drama,Betrayed,R,127,6.3,4580,1988
Imagine Films Entertainment,USA,Drama,Clean and Sober,R,124,6.7,4875,1988
Concorde Pictures,Canada,Action,Al borde del terror,R,91,5.3,3376,1988
Abramoff Production,South Africa,Action,Escorpion rojo,R,105,5,6925,1988
Bigelow Productions,USA,Mystery,D.O.A.,R,96,6.1,8364,1988
Golan-Globus Productions,USA,Crime,Appointment with Death,PG,100,6.2,2554,1988
Cadrage,UK,Crime,Salaam Bombay!,NOT RATED,113,8,7139,1988
TriStar Pictures,USA,Drama,Bat*21,R,105,6.4,6651,1988
Burrowes Film Group,Australia,Adventure,Return to Snowy River,PG,110,6.6,1943,1988
Aspen Film Society,USA,Horror,Pulse,PG-13,95,5.5,1781,1988
The Mount Company,USA,Drama,Stealing Home,PG-13,98,6.8,3633,1988
Warner Bros.,USA,Comedy,Moving,R,89,6.1,4139,1988
New World Entertainment Films,USA,Comedy,18 Again!,PG,93,5.7,3573,1988
Weintraub Entertainment Group,USA,Drama,Fresh Horses,PG-13,105,5,1439,1988
New Line Cinema,USA,Comedy,Torch Song Trilogy,R,120,7.7,5834,1988
Helpern / Meltzer,USA,Action,Dead Heat,R,86,6,5127,1988
Miracle Pictures,USA,Comedy,Not of This Earth,R,81,4.5,1724,1988
Columbia Pictures Corporation,USA,Drama,Little Nikita,PG,98,6,4132,1988
Columbia Pictures Corporation,USA,Comedy,Punchline,R,128,5.8,6938,1988
Silver Screen Partners III,USA,Action,The Rescue,PG,100,5.4,920,1988
"Cannon Group, The",USA,Action,Braddock: Missing in Action III,R,101,4.7,4679,1988
Carolco Pictures,Canada,Action,Iron Eagle II,PG,100,3.6,4195,1988
Les Films Christian Fechner,France,Biography,Camille Claudel,R,158,7.3,5243,1988
Paramount Pictures,USA,Adventure,Big Top Pee-wee,PG,86,4.9,7756,1988
Atlantic Entertainment Group,UK,Crime,Stormy Monday,R,93,6.3,2958,1988
Management Company Entertainment Group (MCEG),USA,Drama,The Chocolate War,R,100,6.9,1784,1988
In-Gear Film Production,Hong Kong,Crime,As Tears Go By,Not specified,102,7.1,6485,1988
Metro-Goldwyn-Mayer (MGM),USA,Drama,Spellbinder,R,99,5.8,1633,1988
Hemdale,USA,Drama,The Boost,R,95,6.1,1629,1988
Universal Pictures,USA,Comedy,Moon Over Parador,PG-13,103,5.9,4778,1988
Touchstone Pictures,USA,Comedy,Ernest Saves Christmas,PG,95,5.6,8513,1988
Atlantic Entertainment Group,UK,Drama,A World Apart,PG,100,7.1,1234,1988
Atlantic Entertainment Group,USA,Crime,Cop,R,110,6.4,3419,1988
"Movie Group, The",UK,Comedy,Buster,R,91,5.8,2767,1988
Warner Bros.,USA,Comedy,Crossing Delancey,PG,97,6.9,2935,1988
Working Title Films,UK,Drama,Paperhouse,PG-13,92,6.8,4568,1988
MTM Enterprises,USA,Drama,Clara's Heart,PG-13,100,6.3,1821,1988
Shapiro-Glickenhaus Entertainment,USA,Action,Shakedown,R,93,5.9,2087,1988
Orion Pictures,USA,Comedy,The Couch Trip,R,97,5.7,3961,1988
Col.Ima.Son,France,Animation,Gandahar,PG,78,7.1,3196,1988
Paramount Pictures,USA,Drama,Permanent Record,PG-13,91,6.4,1550,1988
TriStar Pictures,Canada,Drama,The Kiss,R,101,5.5,1258,1988
CB Films,France,Romance,36 fillette,Not specified,88,6,938,1988
Golan-Globus Productions,USA,Action,Hero and the Terror,R,96,5.2,2626,1988
Warner Bros.,USA,Comedy,Hot to Trot,PG,100,4.4,2666,1988
New Visions,USA,Drama,Everybody's All-American,R,127,6.2,2558,1988
Sheen/Greenblatt Productions,West Germany,Drama,Judgement in Berlin,PG,96,5.9,571,1988
Vestron Pictures,USA,Comedy,And God Created Woman,R,100,4.3,1487,1988
British Screen Productions,UK,Comedy,High Hopes,PG,108,7.6,3235,1988
Touchstone Pictures,USA,Drama,The Good Mother,R,100,5.9,1361,1988
Cecchi Gori Group Tiger Cinematografica,USA,Crime,Sunset,R,102,5.7,3333,1988
Working Title Films,UK,Crime,For Queen & Country,R,105,5.7,1851,1988
Virgin Vision,USA,Drama,Heart of Midnight,R,93,5.3,908,1988
Columbia Pictures Corporation,USA,Drama,Rocket Gibraltar,PG,99,6.6,1594,1988
Cinema Group,USA,Crime,Jack's Back,R,97,6,1968,1988
De Laurentiis Entertainment Group (DEG),USA,Comedy,Tapeheads,R,93,5.8,3411,1988
Compact Yellowbill,UK,Drama,A Handful of Dust,PG,100,6.8,1519,1988
HandMade Films,UK,Drama,Track 29,R,100,5.9,1563,1988
Golan-Globus Productions,USA,Romance,Salsa,PG,98,4.9,900,1988
No Frills Film Production,USA,Horror,Bad Dreams,R,84,5.6,2583,1988
Columbia Pictures Corporation,USA,Comedy,Stars and Bars,R,94,4.8,689,1988
United Artists,USA,Comedy,It Takes Two,PG-13,81,5.7,519,1988
Atlantic Entertainment Group,UK,Biography,Patty Hearst,R,108,6.3,1064,1988
Warner Bros.,USA,Comedy,Arthur 2: On the Rocks,PG,113,4.3,5270,1988
Silver Screen Partners III,USA,Comedy,Heartbreak Hotel,PG-13,97,5.7,1017,1988
MK2 Productions,France,Drama,Story of Women,Not specified,108,7.6,3109,1988
Force 10 Productions (I),USA,Comedy,The In Crowd,PG,95,6.3,640,1988
Metro-Goldwyn-Mayer (MGM),USA,Action,Last Rites,R,103,5.2,867,1988
"Cannon Group, The",USA,Action,Messenger of Death,R,91,5.5,1806,1988
Cannon International,USA,War,Platoon Leader,R,97,5.4,1193,1988
Nelson Entertainment,USA,Comedy,The Moderns,R,126,6.7,1410,1988
TriStar Pictures,USA,Comedy,Switching Channels,PG,105,5.9,2789,1988
Caroline Productions,France,Drama,Chocolat,PG-13,105,7.4,2217,1988
Island Pictures,UK,Drama,Crusoe,PG-13,91,6.3,759,1988
